incidentid,age,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
19870302MODED,12.0,Male,White,Student,Suicide,Yes,Suicide,,,,
19870306TXRIE,19.0,Male,,No Relation,Fled/Apprehended,No,,,,,
19870306TXRIE,,Male,,No Relation,Fled/Apprehended,No,,,,,
19870330CAPAS,44.0,Female,,No Relation,Suicide,Yes,Suicide,,,,
19870416MIMUD,14.0,Male,,Student,Fled/Apprehended,No,,,,,
19870430ORGRP,16.0,Male,,Student,Fled/Apprehended,No,,,,,
19870503INPII,17.0,Male,Black,Unknown,Fled/Apprehended,No,,,,,
19870506ARMAJ,15.0,Male,,Student,Attempted Suicide,No,Wounded,,,,
19870506FLLET,15.0,Male,White,Student,Suicide,Yes,Suicide,,,,
19870513ILOAO,17.0,Male,,Student,Attempted Suicide,No,Wounded,,,,
19870928ILILL,16.0,Male,,Student,Fled/Apprehended,No,,,,,
19871014ILDUC,16.0,Male,,Student,Fled/Apprehended,No,,,,,
19871030NCSOK,15.0,Male,,Relative,Fled/Apprehended,No,,,,,
19871104MISOD,,Male,,No Relation,Fled/Escaped,No,,,,,
19871114FLCLC,18.0,Male,,Student,Suicide,Yes,Suicide,,,,
19871130TXPES,51.0,Male,,Intimate Relationship,Suicide,Yes,Suicide,,,,
19871202FLENJ,16.0,Male,,Student,Surrendered,No,,,,,
19871204NYEAN,17.0,Male,,Student,Fled/Apprehended,No,,,,,
19871215NYGRB,15.0,Male,,Student,Fled/Apprehended,No,,,,,
19871216TXMAK,15.0,Male,Other,Student,Suicide,Yes,Suicide,,,,
19880105PASPS,20.0,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,,,,
19880106FLGAT,17.0,Female,,Student,Attempted Suicide,No,Wounded,,,,
19880108PACRM,15.0,Male,,Student,Attempted Suicide,No,,,,,
19880120LASIR,18.0,Male,,Student,Unknown,No,,Negligent Homicide,"Guilty, Negligent Homicide (plead no content), 5 years in prison",,
19880129TXREA,18.0,Male,,Student,Fled/Apprehended,No,,,,,
19880202ALWET,42.0,Male,,No Relation,Surrendered,No,,,,,
19880202ALWET,42.0,Male,,No Relation,Surrendered,No,,,,,
19880211FLPIL,15.0,Male,White,Student,Fled/Apprehended,No,,,,,
19880211FLPIL,15.0,Male,White,Student,Fled/Apprehended,No,,,,,
19880226RIBRB,15.0,Male,,Student,Fled/Apprehended,No,,,,,
19880304MILED,13.0,Female,,Student,Unknown,No,,Careless and reckless use of a firearm,,No,
19880323CACAS,,,,Unknown,Fled/Escaped,No,,No Suspect to Charge,,,
19880324TXTRA,16.0,Male,,Student,Fled/Apprehended,No,,Y,,No,
19880505ILMAC,16.0,Male,,Student,Surrendered,No,,,,,
19880516FLFOF,14.0,Male,,Student,Fled/Apprehended,No,,,,,
19880520ILHUW,30.0,Female,White,Nonstudent,Fled/Apprehended,Yes,Suicide,Murder,Suicide in custody,No,
19880531NYPUB,,Male,,No Relation,Fled/Escaped,No,,,,,
19880602MSWIJ,,Male,,Former Student,Fled/Apprehended,No,,,,,
19880602MSWIJ,,Male,,Former Student,Fled/Apprehended,No,,,,,
19880602MSWIJ,,Male,,Former Student,Fled/Apprehended,No,,,,,
19880617MIJOD,14.0,Male,,Student,Fled/Apprehended,No,,,,,
19880630HIAIO,18.0,Male,Hawaiian/Pacific Islander,Student,Fled/Apprehended,No,,,,,
19880710WISIM,28.0,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
19880711MSLAJ,17.0,Male,,Student,Fled/Apprehended,No,,,,,
19880831MICED,16.0,Male,,Former Student,Fled/Apprehended,No,,,,,
19880831MICED,17.0,Male,,Former Student,Fled/Apprehended,No,,,,,
19880831SCWEA,20.0,Male,,No Relation,Fled/Apprehended,No,,,Sentenced to death,,
19880902GAGLA,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,No suspect to charge,,,
19880902NCGAC,16.0,Male,,Student,Fled/Apprehended,No,,Assault with a deadly weapon,,,
19880903TXLID,,Male,,No Relation,Fled/Escaped,No,,,,,
19880903TXLID,,Male,,No Relation,Fled/Escaped,No,,,,,
19880903TXLID,,Male,,No Relation,Fled/Escaped,No,,,,,
19880903TXLID,,Male,,No Relation,Fled/Escaped,No,,,,,
19880922ILMOC,40.0,Male,Black,No Relation,Apprehended/Killed by LE,Yes,Fatal,,,,"Yes, Unknown"
19880926SCOAG,19.0,Male,White,Former Student,Apprehended/Killed by LE,No,,"2 counts of murder, 9 counts of assault and battery with intent to kill, 1 count of carrying a firearm",Conviction; sentenced to death and 175 years in prison,,
19881003FLMAM,,,,Unknown,Fled/Escaped,No,,,,,
19881004FLJEJ,,,,Unknown,Fled/Escaped,No,,,,,
19881004LAISB,33.0,Female,,Teacher,Unknown,No,,,,,
19881005MDEDB,17.0,Male,,Student,Unknown,No,,,,,
19881006ALMOM,29.0,Female,,Relative,Fled/Apprehended,No,,,,,
19881007MDSOB,17.0,Male,,Student,Fled/Apprehended,No,,,,,
19881007TXDIP,10.0,Male,,Student,Fled/Apprehended,No,,,,,
19881101FLPAJ,15.0,Male,,Student,Fled/Apprehended,No,,,,,
19881107UTGLS,14.0,Male,,Student,Apprehended/Killed by LE,No,,,,,
19881122TXABA,16.0,Male,White,Student,Fled/Apprehended,No,,,,,
19881216VAATV,16.0,Male,Black,Student,Subdued by Students/Staff/Other,No,,,,,
19890105ARHEL,19.0,Male,,Unknown,Unknown,No,,First degree murder,"Guilty, second degree murder, 10 years in prison",,
19890117CACLS,24.0,Male,White,Former Student,Suicide,Yes,Suicide,,,,Extensive history of violence
19890126DCWOW,16.0,Male,,Student,Fled/Apprehended,No,,Murder,,Yes,
19890126DCWOW,18.0,Male,,Student,Fled/Apprehended,No,,Murder,,Yes,
19890210UTTHK,12.0,Male,,Student,Fled/Apprehended,No,,,,,
19890303INWIG,16.0,Male,,Student,Fled/Apprehended,No,,Murder,6 years for Reckless homicide,Yes,
19890426TXAMD,18.0,Male,,Nonstudent,Fled/Apprehended,No,,,,,
19890911AZDYE,,Male,,Student,Fled/Escaped,No,,,,,
19890918KYJAM,17.0,Male,,Student,Surrendered,No,,,Life without parole,Yes,
19891005CALOA,15.0,Male,,Student,Surrendered,No,,"charges of attempted murder, aggravated assault, bringing a firearm on campus, false imprisonment and hostage-taking",,,
19891031TXOLD,14.0,Male,,Student,Surrendered,No,,,,,
19891113NYALN,15.0,Male,,Student,Unknown,No,,,,,
19891115TXWOA,13.0,Male,,Student,Fled/Apprehended,No,,delinquent misconduct,confinement to juvenile facility,,
19891122CACHO,19.0,Male,Hispanic,Unknown,Fled/Apprehended,No,,,"Second Degree Murder, Shooting From A Vehicle (20 years)",,
19891204LACAS,,Male,,Student,Unknown,No,,,,,
19891205PASEM,16.0,Male,White,Student,Suicide,Yes,Suicide,,,,No
19891205TXWWD,18.0,Male,Hispanic,Unknown,Fled/Apprehended,No,,,,,
19891212SCCHC,21.0,Male,,Former Student,Fled/Apprehended,No,,,,,
19900116RICEP,17.0,Male,Asian,Student,Fled/Apprehended,No,,,,,
19900220OHTAC,17.0,Male,,Student,Fled/Apprehended,No,,,,,
19900327NYNEB,,Male,White,Student,Fled/Escaped,No,,,,,
19900403TXSKD,18.0,Male,,Student,Fled/Escaped,No,,,,,
19900504CAMOE,17.0,Male,Asian,Student,Fled/Apprehended,No,,,,,
19900520TNHIC,50.0,Male,,Teacher,Fled/Apprehended,No,,,,,
19900531TXSUF,16.0,Male,White,No Relation,Fled/Apprehended,No,,,,,
19900824NCMYC,,,,Unknown,Fled/Escaped,No,,,,,
19900827NVELL,15.0,Male,,Student,Unknown,No,,Murder,First-degree murder,Yes,
19900827TXWHD,,Male,,Unknown,Fled/Escaped,No,,,,,
19900911TXSAS,,Male,Black,Student,Fled/Apprehended,No,,,,,
19900922ALLEB,,Male,,Unknown,Fled/Escaped,No,,,,,
19901002TXWHD,,Female,Hispanic,No Relation,Fled/Escaped,No,,No suspect to charge,,,
19901029INCHC,18.0,Male,White,Student,Apprehended/Killed by LE,No,,,,,No
19901030TXNAG,32.0,Female,Hispanic,Parent,Apprehended/Killed by LE,No,,Attempted murder,,,
19901213LASAS,,,,Unknown,Fled/Escaped,No,,,,,
19910108TXRIR,15.0,Male,White,Student,Suicide,Yes,Suicide,No suspect to charge,,,
19910117TXHOD,,,,Unknown,Fled/Escaped,No,,,,,
19910117TXHOD,,,,Unknown,Fled/Escaped,No,,,,,
19910219LABON,20.0,Male,Black,No Relation,Fled/Apprehended,No,,,,,"Armed robbery, attempted murder, resisting arrest"
19910313ALSES,15.0,Male,,Student,Fled/Apprehended,No,,Attempted murder and 2nd degree assault,,,
19910314SCWOP,18.0,Male,Black,Former Student,Fled/Apprehended,No,,5 counts including assault and battery with the intent to kill,"15 years, 2X assault and battery with intent to kill",,
19910314SCWOP,,Male,Black,Former Student,Fled/Apprehended,No,,5 counts including assault and battery with the intent to kill,"15 years, 2X assault and battery with intent to kill",,
19910325NCGAC,20.0,Male,,Former Student,Fled/Apprehended,No,,"Murder, possession of weapon on school grounds",,,
19910411SCNOR,18.0,Male,White,Student,Suicide,Yes,Suicide,,,,
19910423CARAC,14.0,Male,,Unknown,Fled/Apprehended,No,,,,,
19910423CARAC,17.0,Male,,Unknown,Fled/Apprehended,No,,,,,
19910423MSHUB,16.0,Male,,Student,Surrendered,No,,,,,
19910510OHFRC,15.0,Male,,Student,Fled/Apprehended,No,,Murder,,Yes,
19910516KSCOK,13.0,Male,,Student,Fled/Apprehended,No,,Attempted murder,,,
19910521CAROS,20.0,Male,Hispanic,No Relation,Fled/Escaped,No,,,,,
19910521FLSCP,18.0,Male,,Student,Subdued by Students/Staff/Other,No,,first-degree murder and two counts of attempted murder,,No,
19910722CAWEL,,Male,,Unknown,Fled/Escaped,No,,,,,
19910730CAENC,,Male,,Student,Fled/Escaped,No,,,,,
19910913TXMAH,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
19910917ILWOC,14.0,Male,Black,Student,Fled/Apprehended,No,,,,,
19910918TXCRC,15.0,Female,Black,Student,Unknown,No,,Murder,,Yes,
19911002TXSPH,16.0,Male,,Student,Fled/Escaped,No,,,,,
19911004CADOL,,,,Unknown,Fled/Escaped,No,,,,,
19911004CAROL,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
19911009NYJAB,,Male,,Unknown,Fled/Escaped,No,,,,,
19911011MAMAR,18.0,Male,Black,Unknown,Fled/Escaped,No,,,,,
19911015NHMOS,16.0,Male,,Former Student,Apprehended/Killed by LE,No,,,,,
19911015SCWOW,15.0,Male,,Student,Fled/Apprehended,No,,,,,
19911015TXGEP,13.0,Male,,No Relation,Unknown,No,,,,,
19911023TXOAD,18.0,Male,,Relative,Fled/Apprehended,No,,,,,
19911106LAWAN,18.0,Male,Black,Student,Fled/Escaped,No,,,,,
19911111TXYSE,19.0,Male,,Former Student,Fled/Apprehended,No,,Murder and attempted murder,,,
19911111TXYSE,17.0,Male,,Former Student,Fled/Apprehended,No,,Murder and attempted murder,,,
19911111TXYSE,18.0,Male,,Former Student,Fled/Apprehended,No,,Murder and attempted murder,,,
19911111TXYSE,17.0,Male,,Former Student,Fled/Apprehended,No,,Murder and attempted murder,,,
19911114TXMIH,16.0,Male,,Student,Apprehended/Killed by SRO,No,,,,,
19911125NYTHB,14.0,Male,Black,Student,Fled/Apprehended,No,,,,,
19911226NCWHW,18.0,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,No suspect to charge,,,
19920128LAFRG,,Male,,Student,Fled/Escaped,No,,,,,
19920131LAFRG,,Male,,Student,Fled/Escaped,No,,,,,
19920206OKDOO,14.0,Male,,Student,Unknown,No,,,,,
19920207VABON,,Male,,No Relation,Fled/Escaped,No,,,,,
19920226NYTHB,15.0,Male,Black,Student,Fled/Apprehended,No,,,,,
19920305OHHAO,12.0,Male,White,Student,Fled/Apprehended,No,,Felonious Assault,,No,
19920331LAOPA,15.0,Male,,Student,Surrendered,No,,,,,
19920409FLFOF,16.0,Male,Black,Student,Fled/Apprehended,No,,Attempted murder,Pleaded No Contest - sentenced to 12 years,Yes,
19920417TXLID,,,,Unknown,Surrendered,No,,,,,
19920501CALIO,20.0,Male,White,Former Student,Surrendered,No,,,,,
19920514CASIN,14.0,Male,,Student,Surrendered,No,,,,,
19920514TXHUH,14.0,Male,White,Student,Surrendered,No,,,,,
19920529CAVEL,,,,Unknown,Fled/Escaped,No,,,,,
19920606CAMEM,17.0,Male,Asian,Student,Fled/Escaped,No,,,,,
19920911TXPAA,17.0,Male,,Student,Fled/Apprehended,No,,,,,
19920928CAHIS,18.0,Male,Asian,Student,Fled/Apprehended,No,,,,,
19920928CAHIS,19.0,Male,Asian,Student,Fled/Apprehended,No,,,,,
19920928CAHIS,20.0,Male,Asian,Student,Fled/Apprehended,No,,,,,
19920930TXHOH,15.0,Male,White,Student,Fled/Apprehended,No,,,,,
19921013AZDET,20.0,Male,White,No Relation,Fled/Apprehended,No,,First Degree Murder,,,
19921019NYEVB,,Male,Black,Student,Fled/Escaped,No,,,,,
19921104MIFID,,Male,Black,Student,Fled/Apprehended,No,,,,,
19921104MIFID,18.0,Male,Black,Student,Fled/Apprehended,No,,,,,
19921104MIFID,18.0,Male,Black,Student,Fled/Apprehended,No,,,,,
19921104MIMAD,,,,Unknown,Fled/Escaped,No,,,,,
19921104MIMUD,14.0,Male,,No Relation,Fled/Apprehended,No,,Assault with intent to commit murder,,,
19921104MIMUD,14.0,Female,,No Relation,Fled/Apprehended,No,,Assault with intent to commit murder,,,
19921104MIMUD,13.0,Female,,No Relation,Fled/Apprehended,No,,Assault with intent to commit murder,,,
19921110ILSHC,13.0,Male,,Student,Suicide,Yes,Suicide,,,,
19921113TXLAC,39.0,Male,,Intimate Relationship,Suicide,Yes,Suicide,,,,
19921116ALFAB,,Male,,Student,Fled/Escaped,No,,,,,
19921120ILTIC,15.0,Male,,Student,Fled/Apprehended,No,,,,,
19921124ALROM,18.0,,,Student,Unknown,No,,,,,
19921130ILORC,17.0,Male,,Student,Fled/Apprehended,No,,,,,
19921203ILWOC,23.0,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,,,,
19921203ILWOC,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,,,,
19921214NYWAW,15.0,Male,,Student,Surrendered,No,,,,,
19930105NYBRB,,Male,,Rival School Student,Fled/Escaped,No,,,,,
19930105NYBRB,,Male,,Rival School Student,Fled/Escaped,No,,,,,
19930112FLNOM,,Male,,Student,Fled/Escaped,No,,,,,
19930118KYEAG,17.0,Male,White,Student,Surrendered,No,,two counts of capital murder and 22 counts of kidnapping,Life without parole,Yes,
19930121CAFAL,,Male,,Student,Surrendered,No,,,,,
19930201NYAMA,17.0,Male,,Student,Fled/Apprehended,No,,,,,
19930201WARER,14.0,Male,,Student,Suicide,Yes,Suicide,,,,
19930204GACLA,17.0,Male,,Nonstudent,Surrendered,No,,,,,
19930208DCWAW,,Male,,Unknown,Fled/Escaped,No,,,,,
19930208MNMIM,14.0,Male,,Student,Suicide,Yes,Suicide,,,,
19930222CAREL,15.0,Male,Black,Student,Fled/Apprehended,No,,,,,
19930226MAGLG,15.0,Male,,Student,Suicide,Yes,Suicide,,,,
19930308VADOD,32.0,Male,Black,No Relation,Fled/Apprehended,No,,First-degree murder,First-degree murder,No,
19930318GAHAH,15.0,Male,,Student,Apprehended/Killed by LE,No,,Murder,5 years probation for bringing gun to school,,
19930325MOSUS,17.0,Female,,Student,Unknown,No,,First degree murder,,,
19930403CAGRS,,Male,,Unknown,Fled/Escaped,No,,,,,
19930415MAFOA,42.0,Male,White,No Relation,Subdued by Students/Staff/Other,No,,,"arson, kidnapping and assault with a dangerous weapon in the April 14, 1993, incident, but also found not guilty by reason of insanity in the killing of Carole Day. Sentenced to 30 years in prison where he received mental health treatment. Released in 201",,
19930416CAGRS,,,,Unknown,Fled/Escaped,No,,,,,
19930416WAMOT,33.0,Female,,No Relation,Suicide,Yes,Suicide,,,,
19930514TXNII,17.0,Male,Hispanic,Student,Fled/Apprehended,No,,,,,
19930524PAUPP,15.0,Male,White,Student,Surrendered,No,,,,,
19930527LAFRN,17.0,Male,Black,Student,Fled/Apprehended,No,,,,,
19930707CADOL,,Male,,Student,Fled/Escaped,No,,,,,
19930803NYTHN,,Male,,Unknown,Fled/Escaped,No,,,,,
19930831GAHAA,15.0,Male,Black,Student,Unknown,No,,,,,
19930901KSJUJ,15.0,Male,,Student,Fled/Apprehended,No,,,,,
19930902TXROD,16.0,Male,,Student,Fled/Apprehended,No,,,,,
19930916ILROC,,Male,,Unknown,Fled/Escaped,No,,,,,
19930917ILDOD,16.0,Male,White,Other Student,Fled/Apprehended,No,,,"Powell, then 16, was sentenced to 37 years in prison. He was found guilty of murder and unlawful use of weapons",Yes,
19930917WYCES,29.0,Male,White,No Relation,Suicide,Yes,Suicide,,,,
19930925DCWEW,23.0,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,,,,
19930925DCWEW,15.0,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,,,,
19930928MSCOG,16.0,Male,,Student,Fled/Apprehended,No,,,,,
19931012DEDON,16.0,Female,,Student,Suicide,Yes,Suicide,,,,
19931018DCJHW,15.0,Male,,Student,Fled/Apprehended,No,,,,,
19931101ILSUC,16.0,Male,,Student,Fled/Apprehended,No,,,,,
19931104CTNEN,20.0,Male,Hispanic,Unknown,Fled/Apprehended,No,,,,,
19931104FLTEJ,19.0,Male,,Student,Fled/Apprehended,No,,,,,
19931104MSBAB,,,,Unknown,Fled/Escaped,No,,,,,
19931111ILRIS,,,,Unknown,Fled/Escaped,No,,,,,
19931201WIWAW,21.0,Male,White,Former Student,Fled/Apprehended,No,,,,,
19931202CTNEN,,Male,,Unknown,Fled/Escaped,No,,,,,
19931208GABES,16.0,Male,,Nonstudent,Fled/Apprehended,No,,,,,
19931215CACHS,14.0,Male,,Student,Fled/Apprehended,No,,,,,
19931217MICHC,,Male,,Teacher,Surrendered,No,,,,,
19940120CALOH,,Male,,Student,Fled/Escaped,No,,,,,
19940121TXKEK,17.0,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
19940124SCEAC,18.0,Male,Black,Student,Fled/Apprehended,No,,,Acquitted of murder,,
19940126DCELW,,,,Unknown,Fled/Escaped,No,,,,,
19940126DCPAW,,Male,,Unknown,Fled/Apprehended,No,,,,,
19940127CAWAS,,Male,,No Relation,Fled/Apprehended,No,,,,,
19940131WAWHS,24.0,Male,White,Former Student,Fled/Apprehended,No,,Murder,"Murder, served 9 years",,
19940208MIOSD,,,,Unknown,Fled/Escaped,No,,,,,
19940218SCSPS,,Male,,Unknown,Fled/Apprehended,No,,,,,
19940301MOKEB,33.0,Male,Black,Intimate Relationship,Surrendered,No,,First degree murder ,Two counts of murder and life without parole,,
19940303ALENB,17.0,Male,,Student,Fled/Apprehended,No,,,"Attempted Murder, assault with attempt to kill",,
19940309DCEAW,17.0,Male,,Student,Fled/Apprehended,No,,,,,
19940315SCGOC,,Male,,Student,Fled/Escaped,No,,,,,
19940323WABAS,16.0,Male,Hispanic,Unknown,Fled/Apprehended,No,,,"first-degree murder, two counts of attempted murder and assault for firing a gun ",,
19940325GAETC,15.0,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
19940405TXMCA,16.0,Male,,Student,Surrendered,No,,,,,
19940408MDLAU,17.0,Male,,Student,Fled/Apprehended,No,,"assault with intent to murder, possession of a firearm on school property and use of a firearm in the commission of a felony",,Yes,
19940412MTMAB,10.0,Male,White,Student,Apprehended/Killed by LE,No,,,Sentenced to psychiatric hospital,No,
19940413CA49L,10.0,Male,White,Student,Suicide,Yes,Suicide,suicide,,,
19940419DCELW,,,,Unknown,Fled/Escaped,No,,,,,
19940420INDIS,14.0,Male,,Student,Unknown,No,,"Illegal possession of handgun, criminal recklessness.",,,
19940421TNJTN,14.0,Male,Black,Student,Fled/Apprehended,No,,criminally negligent homicide and carrying a weapon on school property,,,
19940502FLNON,18.0,Male,,Student,Unknown,No,,"Aggravated battery, manslaughter ",,,
19940525INLAS,16.0,Male,,Student,Fled/Apprehended,No,,,,,
19940525NJLAW,17.0,Female,,Student,Suicide,Yes,Suicide,,,,
19940526KYLAU,17.0,Male,White,Student,Subdued by Students/Staff/Other,No,,,Shrout was sentenced to life in prison with the possibility of parole in 25 years,Yes,
19940724PAMAM,15.0,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,,,,
19940725IAOTO,16.0,Male,,Student,Fled/Apprehended,No,,,,,
19940907CAHOL,,Male,,Unknown,Fled/Escaped,No,,,,,
19940908NYSWA,14.0,Male,,Student,Fled/Apprehended,No,,Attempted murder,,No,
19940919CALOL,,Male,,Unknown,Fled/Escaped,No,,,,,
19940922ORLEL,15.0,Male,,Student,Unknown,No,,,,,
19941012NCGRG,16.0,Male,White,Student,Suicide,Yes,Suicide,,,,
19941017ILHUC,,Male,,Unknown,Fled/Escaped,No,,,,,
19941031CAALA,16.0,Male,,Student,Attempted Suicide,No,Wounded,,,,
19941105CATHS,,Male,,Unknown,Fled/Escaped,No,,,,,
19941107OHWIW,37.0,Male,White,Former Student,Unknown,No,,,,,
19941108IAWEM,16.0,Male,,Student,Fled/Escaped,No,,,,,
19941115WASTT,17.0,Male,White,Student,Suicide,Yes,Suicide,,,,
19950105DCCAW,14.0,Male,Black,Student,Fled/Apprehended,No,,First Degree Murder,Plead Guilty to Second Degree Murder,No,
19950110FLPAP,15.0,Male,,Student,Suicide,Yes,Suicide,,,,
19950112WAGAS,15.0,Male,Black,Student,Fled/Apprehended,No,,First Degree attempted murder,,,
19950123CASAR,13.0,Male,White,Student,Fled/Escaped,Yes,Suicide,,,,
19950124DCSPW,16.0,Male,,Rival School Student,Fled/Apprehended,No,,assault with intent to kill,,Yes,
19950202CAJOL,,Male,,Unknown,Fled/Escaped,No,,,,,
19950208NECHS,13.0,Male,,Student,Unknown,No,,,,,
19950303MIPED,,,,Unknown,Fled/Escaped,No,,,,,
19950327MIRED,18.0,Male,,Student,Fled/Apprehended,No,,Felony assault,,,
19950614FLLAL,19.0,Male,,Former Student,Fled/Apprehended,No,,aggravated battery,,,
19950829TXMEL,12.0,Male,White,Student,Fled/Apprehended,No,,Murder,,,
19950912TNCYM,15.0,Male,Black,Student,Unknown,No,,,,,
19950914KSOLO,17.0,Male,Black,Rival School Student,Fled/Apprehended,No,,"Two counts of murder, four counts of aggravated battery, and one count of unlawful possession of a firearm",,,
19950915KYGEW,,Male,,Student,Unknown,No,,,,,
19950927ALBLP,19.0,Male,,Relative,Unknown,No,,First degree assault,,,
19950929FLTAT,14.0,Male,White,Student,Fled/Apprehended,No,,first-degree murder charges as an adult,first-degree murder ,,
19951012SCBLB,16.0,Male,Black,Student,Suicide,Yes,Suicide,Suicide,,,
19951023FLLAC,16.0,Female,,Student,Other,No,Wounded,"Three felony and two misdemeanor charges: discharging a weapon on school property, filing a false report, and possession of a weapon on school property",,,
19951030VAJOR,17.0,Male,Black,Student,Fled/Apprehended,No,,Four counts of malicious wounding and using a firearm in a felony,Tried as an adult and convicted,,
19951102FLBLM,42.0,Male,Asian,No Relation,Apprehended/Killed by LE,Yes,Fatal,Killed,,,
19951115TNRIL,17.0,Male,White,Student,Subdued by Students/Staff/Other,No,,Murder and attempted murder,"Convicted as an adult of one count of first-degree murder, one count of second-degree murder, and one count of first-degree attempted murder. He was sentenced to life in prison without the possibility of parole",Yes,
19951128NYTHN,,Male,,Unknown,Fled/Escaped,No,,,,,
19960102PAGIG,16.0,Male,,Unknown,Suicide,Yes,Suicide,suicide,,,
19960119DCWIW,18.0,Male,Black,Unknown,Fled/Apprehended,No,,first-degree murder,first-degree murder,,
19960126TNEAM,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
19960202WAFRM,14.0,Male,White,Student,Subdued by Students/Staff/Other,No,,first-degree murder,"2 counts first-degree murder, 1 count second-degree murder, 1 count attempted first-degree murder, 16 counts aggravated kidnapping",Yes,
19960208CAMIM,16.0,Male,White,Student,Suicide,Yes,Suicide,,,,
19960222GAJES,15.0,Male,Black,Student,Fled/Apprehended,No,,,,,
19960229MOBES,21.0,Male,Black,Hitman,Fled/Apprehended,No,,"Malik - murder; Boyd - first degree murder student, second degree murder baby , statutory rape",,No,
