incidentid,race,injury,gender,schoolaffiliation,age
20181213INDER,,,Male,Student,14.0
20181214MOWIK,,,,,
20181218DEAIG,,,,,
20190107CACEB,Unknown,Fatal,Male,No Relation,17.0
20190111ORCAE,,Fatal,Male,Parent,30.0
20190118ALCET,,,Female,Intimate Relationship,
20190118MOHAS,,,,,
20190118NCSHD,,Wounded,,Bus Driver,
20190119KSLAO,,Wounded,Male,No Relation,16.0
20190119KSLAO,,Wounded,Male,No Relation,15.0
20190123LASOS,,Wounded,Male,No Relation,
20190125ALDAM,,Wounded,Male,Student,17.0
20190125ALDAM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20.0
20190125TNMAM,,,,,
20190130GAMIL,,Wounded,Male,No Relation,
20190131TNMAM,,Wounded,Male,Student,14.0
20190131TXATA,,Wounded,Male,Student,16.0
20190205MNMIM,,Wounded,Male,Bus Driver,
20190208MDFRB,,Wounded,Male,Other Staff,56.0
20190212MOCEK,Black,Fatal,Female,Student,15.0
20190214NMV.R,,,,,
20190217COEAA,Black,Fatal,Male,Principal/Vice-Principal,46.0
20190226ALROM,,Wounded,Male,Student,17.0
20190301KSHIM,,,,,
20190313FLLAO,,,Female,Student,17.0
20190322ALBLB,,Minor Injuries,Unknown,Student,
20190327MSSVH,Black,Wounded,Male,Student,10.0
20190401ARPRP,,Wounded,Male,Student,14.0
20190403COAUA,,,,,
20190403FLSAJ,,,,,
20190405WISTM,,Wounded,,Student,10.0
20190407MAHOL,,,,,
20190410TXROH,,Wounded,Male,Student,15.0
20190417ILWAL,,,Male,Student,12.0
20190424ARCOC,,,Male,Student,14.0
20190425GAWYS,,Minor Injuries,,Student,
20190425GAWYS,,Minor Injuries,,Student,
20190425GAWYS,,Minor Injuries,,Student,
20190425GAWYS,,Minor Injuries,,Student,
20190425GAWYS,,Minor Injuries,,Student,
20190425GAWYS,,Minor Injuries,,Student,
20190425GAWYS,,Minor Injuries,,Student,
20190425GAWYS,,Minor Injuries,,Student,
20190425GAWYS,,Minor Injuries,,Student,
20190425GAWYS,,Minor Injuries,,Student,
20190426GACRF,,,,,
20190430FLWEW,,,,,
20190430VACDW,,,,,
20190507COSTH,,Fatal,Male,Student,18.0
20190507COSTH,,Wounded,,Student,
20190507COSTH,,Wounded,,Student,
20190507COSTH,,Wounded,,Student,
20190507COSTH,,Wounded,,Student,
20190507COSTH,,Wounded,,Student,
20190507COSTH,,Wounded,,Student,
20190507COSTH,,Wounded,,Student,
20190507COSTH,,Wounded,,Student,15.0
20190508ILSEC,,Wounded,Male,Student,19.0
20190517FLTEJ,Black,Wounded,Male,Student,16.0
20190517ORPAP,,,,,
20190530DCHEW,,,,,
20190606ILGEC,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,25.0
20190610ILMEW,Hispanic,Wounded,Male,No Relation,27.0
20190612DCHEW,,,,,
20190612PAJEE,,,Male,No Relation,18.0
20190613NJTAW,,,,,
20190621MICAF,,Wounded,Male,Unknown,15.0
20190629COJAC,,Fatal,Male,No Relation,18.0
20190629COJAC,,Fatal,Male,No Relation,22.0
20190701NYSCN,Black,Wounded,Male,No Relation,13.0
20190702AKWIA,,Wounded,Male,No Relation,
20190711CTBUH,Hispanic,Fatal,Male,No Relation,34.0
20190719CAMOS,,,,,
20190808ALBLM,,,,,
20190815TNEAN,,,,,
20190817GALAA,Black,Wounded,Male,Student,16.0
20190817GALAA,Black,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,12.0
20190820PASAC,,,Male,Parent,
20190823GAPEC,,Wounded,Male,Nonstudent,12.0
20190823MOPAS,,,,,
20190823MOROS,Black,Fatal,Female,Student,16.0
20190824PAWIP,Black,Fatal,Male,No Relation,14.0
20190827CAHOL,,Wounded,Male,Student,
20190827NYROR,,,,,
20190830ALLAM,,Wounded,,Student,
20190830ALLAM,,Wounded,,Student,
20190830ALLAM,,Wounded,,Student,
20190830ALLAM,,Wounded,,Student,
20190830ALLAM,,Wounded,,Student,
20190830ALLAM,,Wounded,,Student,
20190830ALLAM,,Wounded,,Student,
20190830ALLAM,,Wounded,,Student,
20190830ALLAM,,Wounded,,Student,
20190830ALLAM,,Wounded,,Student,
20190830NCKIK,,,,,
20190830OHCET,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16.0
20190902MDNOB,,Fatal,Male,No Relation,
20190902MDNOB,,Wounded,Male,No Relation,
20190902MDNOB,,Wounded,Male,No Relation,
20190906ALCEC,,,,,
20190906PAMCJ,Black,Fatal,Male,,48.0
20190906PAWEM,,Wounded,Female,Student,
20190910SCSOA,,,,,
20190912KSMAM,,,,,
20190913UTGRW,,,,,
20190913VAETN,,Wounded,,Student,14.0
20190913VAETN,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,19.0
20190913VAETN,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,19.0
20190914TXEAF,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,12.0
20190914TXEAF,,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,
20190916ILILK,,,,,
20190916VAPHH,,Fatal,Male,No Relation,38.0
20190920PASIP,,Wounded,Male,Unknown,14.0
20190920PASIP,,Wounded,Male,Unknown,15.0
20190927NCZEC,,,,,
20191002GASOA,,,,,
20191008COSHS,,Wounded,Male,Rival School Student,
20191008TXWEH,,Wounded,,Student,
20191009MAGRL,,Wounded,,Student,
20191009MAGRL,,Wounded,,Student,
20191009MAGRL,,Wounded,,Student,
20191009MAGRL,,Wounded,,Student,
20191009MAGRL,,Wounded,,Student,
20191011LARAR,,,,,
20191015LAGEN,,Wounded,Male,Student,17.0
20191018GACRS,,Wounded,Male,,
20191018OHWOT,,,,,
20191022CARIS,,Wounded,Male,Student,16.0
20191027MDLAL,,Wounded,Female,No Relation,38.0
20191029NYNEN,,Wounded,Female,Student,16.0
20191108CAEDS,,,,,
20191108TXROD,Black,Fatal,Male,Former Student,15.0
20191111MDACB,,Wounded,Male,Student,19.0
20191113CAESL,,Fatal,Male,No Relation,
20191114CASAS,,Fatal,Male,Student,14.0
20191114CASAS,,Fatal,Female,Student,15.0
20191114CASAS,,Wounded,Female,Student,15.0
20191114CASAS,,Wounded,Female,Student,14.0
20191114CASAS,,Wounded,Male,Student,14.0
20191115NJPLP,,Fatal,Male,Relative,10.0
20191115NJPLP,,Wounded,Male,Student,15.0
20191115NJPLP,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,27.0
20191121ILRIO,,Wounded,,Student,14.0
20191124CASEU,,Fatal,Male,No Relation,14.0
20191124CASEU,,Fatal,Male,No Relation,11.0
20191125ILCAC,,Wounded,Male,No Relation,37.0
20191126WASAV,,Wounded,Female,Parent,
20191126WASAV,,Wounded,Female,Parent,
20191201ALMOM,White,Fatal,Female,No Relation,31.0
20191202WIWAW,,,Male,Student,18.0
20191203WIOSO,,Wounded,Male,Student,16.0
20191203WITHM,,Wounded,Female,Student,
20191203WITHM,,Wounded,Female,Student,
20191204NMPIL,,,,,
20191210ALDED,,,,,
20191210KSJCK,,,,,
20191210NJSAJ,,,,,
20191211INEVE,,,,,
20191211KSCHT,,,,,
20191213VAMAN,,,Male,Student,17.0
20191216CTCAN,,Wounded,Male,Parent,
20191219FLLEN,,Fatal,Female,Student,
20191221LAWES,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,
20191221LAWES,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,
20191221LAWES,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,
20191221LAWES,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,
20191228MOMAS,Black,Fatal,Male,Student,13.0
20200107WASOK,,,,,
20200108FLGLB,,,,,
20200110MSMCJ,,Wounded,Male,Student,
20200111TXELD,,Fatal,Male,Former Student,18.0
20200111TXELD,,Wounded,Male,Police Officer/SRO,
20200114TXBEH,,Fatal,Male,Student,19.0
20200114TXPOM,,,,,
20200117MITHH,,Wounded,Male,Parent,
20200117SCCAS,,,Male,Student,16.0
20200119TXNOF,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,
20200119TXNOF,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,10.0
20200121ILLIC,,Wounded,Male,Student,17.0
20200121NEPAL,,,,,
20200123CAOXO,,Wounded,Female,Student,9.0
20200127WAROY,,,,,
20200128NYMAQ,,,Male,Student,16.0
20200128TNWHM,,Wounded,Male,,
20200128TXLUL,Black,Wounded,Male,Student,17.0
20200131CADEA,,Fatal,Male,Student,16.0
20200201TXHIH,,Wounded,Male,No Relation,
20200203FLGEJ,,Wounded,Male,No Relation,
20200204LABEA,,,,,
20200205NHSEC,,,Male,Student,17.0
20200212MOJOF,,,,,
20200215DCDUW,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,34.0
20200221NMCEA,,,,,
20200302TXNOF,,,,,
20200305FLSAW,,Wounded,Male,Police Officer/SRO,
20200310PASHN,,,,,
20200313TNPIR,,,,,
20200315TXATH,Black,Fatal,Male,Former Teacher,19.0
20200318LABOS,,Wounded,Male,Student,15.0
20200324LAROM,,Wounded,Male,,
20200330GANAS,,Wounded,,No Relation,
20200330GANAS,,Wounded,,No Relation,
20200330GANAS,,Wounded,,No Relation,
20200413NEMOO,,Wounded,Male,No Relation,18.0
20200505CAGOV,Hispanic,Fatal,Male,No Relation,18.0
20200505CAGOV,Hispanic,Fatal,Male,No Relation,19.0
20200505CAGOV,Hispanic,Fatal,Male,No Relation,19.0
20200515NCSTC,,,,,
20200519VAWEM,,,,,
20200522OHMIC,,Fatal,Male,No Relation,34.0
20200525ALORM,,Wounded,Male,No Relation,
20200525ALORM,,Wounded,Male,No Relation,
20200525ALORM,,Wounded,Male,No Relation,
20200527OHLUC,,,,,
20200603IAGAD,,Wounded,Male,No Relation,18.0
20200616FLTOM,,Fatal,Male,No Relation,
20200616FLTOM,,Wounded,Male,No Relation,
20200618INJOI,,Fatal,Male,No Relation,37.0
20200701ILFRP,,,,,
20200704INLAM,Hispanic,Fatal,Male,No Relation,
20200714MIWID,,,,,
20200721SCBRO,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,28.0
20200804PAKEP,,Fatal,Male,No Relation,26.0
20200817MIABG,,Wounded,Male,No Relation,
20200825MOWEC,,Wounded,Male,No Relation,
19850418TNSOS,,Wounded,Female,Teacher,33.0
20190522OHSAC,Black,Fatal,Male,No Relation,14.0
20190522OHSAC,,Wounded,Female,No Relation,14.0
20200205NHSEC,,,Female,Teacher,
20200830TXLOD,Hispanic,Fatal,Male,No Relation,27.0
20200904FLLOJ,,Wounded,Male,No Relation,27.0
20200903GADOA,,Fatal,Male,No Relation,18.0
20200909TXSOH,,Wounded,Male,No Relation,18.0
20200910ILPEP,,,,Student,
20191022NJBRB,,Wounded,Male,Student,
20200916WAARG,,Wounded,Male,No Relation,
20200917OHELA,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19.0
20200917OHELA,,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,40.0
20200916CASOS,,Fatal,Male,,17.0
20200918KYWIL,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20200917ORDRP,,Wounded,,No Relation,
20200909PAWEW,,,Male,No Relation,
20200923FLHIJ,,,,,
20200923PAWIW,,,Male,,
20200928CTEAN,,Wounded,Male,No Relation,18.0
20200925NJHAH,,Wounded,Male,No Relation,41.0
20150521FLDUJ,,Wounded,Female,Student,
20150521FLDUJ,,Wounded,Female,Student,
20190918MNFOC,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,45.0
20200930CADYL,Black,Wounded,Male,Student,18.0
20200930CADYL,,Wounded,,No Relation,
20130129ALDAM,,Fatal,Male,Bus Driver,66.0
20201005OKSOM,,Minor Injuries,,Student,
20201005ARKIH,Black,Fatal,Male,,36.0
20201005ARKIH,,Wounded,Male,,
20201009FLJEJ,,Wounded,Male,Student,18.0
20201012TXNOD,,,Male,No Relation,
20161216FLSAJ,,Minor Injuries,,Student,
20190327FLMAJ,,Wounded,Male,Student,12.0
20190927CADER,,Wounded,Female,Student,16.0
20190927CADER,,Wounded,Male,Student,17.0
20190927CADER,,Wounded,Male,Student,17.0
20201013RIRHP,Black,Fatal,Male,No Relation,19.0
20201013RIRHP,,Wounded,Male,No Relation,
20201013RIRHP,,Wounded,Male,No Relation,
20201014PABRB,,,Male,Bus Driver,
20201018KYSEL,,Wounded,,,
20201018KYSEL,,Wounded,,,
20201018KYSEL,,Wounded,,,
20201014WAWAS,,,Male,No Relation,
20201020ARJAP,,Fatal,Male,,16.0
20201026GARIR,,Fatal,Male,No Relation,28.0
20201029FLLAM,,Fatal,Male,No Relation,
20201029FLLAM,,Fatal,Male,No Relation,
20201109TXCOH,Hispanic,Fatal,Male,No Relation,
20201112PANAH,,Fatal,Male,No Relation,17.0
20201112CACEU,,Wounded,Male,No Relation,
20201113NCLIL,White,Wounded,Male,Student,6.0
20201116TNWIM,,,Female,No Relation,
20201124NCHEH,,Wounded,Female,Student,12.0
20201125KSABG,,Wounded,Male,No Relation,16.0
20201207ILEAC,,Fatal,Male,No Relation,21.0
20201216ILDUC,Black,Fatal,Male,No Relation,19.0
20201229WAROS,,Wounded,Male,,
20201229WAROS,,Wounded,Male,,
20210114MDHIW,,Fatal,Male,No Relation,21.0
20210110ILSOS,Black,Wounded,Female,Student,16.0
20210110ILSOS,,Wounded,Female,Relative,20.0
20210121OHEAC,,Wounded,Male,No Relation,19.0
20210127FLHOH,,Minor Injuries,,Student,
20210201MIMUD,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,
20210205MDBEM,,Wounded,Male,No Relation,
20210210TXFOF,,Fatal,Male,No Relation,
20210210NJSCP,,Fatal,Female,No Relation,41.0
20210210LASTS,,Minor Injuries,Male,Student,4.0
20210214MNROM,,Fatal,Male,No Relation,53.0
20210214MNROM,,Fatal,Female,No Relation,34.0
20210214MNROM,,Wounded,,No Relation,
20210219ILLIR,,Fatal,Male,No Relation,30.0
20210222CAHOV,,Wounded,Male,No Relation,
20210224WAGAY,,Wounded,Male,No Relation,16.0
20210226LAGEN,Black,Fatal,Male,Police Officer/SRO,38.0
20210301ARWAP,,Fatal,Male,Student,15.0
20210308SCEDC,,Wounded,Male,Relative,
20210311OHCIC,,Wounded,Male,No Relation,
20210313TXLEA,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20210324ORFOS,,Wounded,Male,No Relation,17.0
20210324ORFOS,,Fatal,Male,No Relation,17.0
20210327MAPEC,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,19.0
20210401ALSES,,,Male,Student,
19790226CABAB,,Wounded,Male,Student,
19790226CABAB,,Wounded,Male,Student,
19790226CABAB,,Wounded,Female,Student,
20210407ILPEP,,,Male,Student,16.0
20210315INMEM,Black,Fatal,Male,No Relation,18.0
20210315INMEM,,Wounded,Male,No Relation,
20210412TNAUK,,Wounded,Male,Police Officer/SRO,
20210411INBIH,,Fatal,Female,No Relation,43.0
20210412CASAS,,,Female,No Relation,33.0
20210413TNMAC,,,,Bus Driver,
20170415ORMEP,White,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,38.0
20210418OHWED,,Fatal,Male,No Relation,16.0
20210418OHWED,,Wounded,Male,No Relation,
20210420TXHAH,Black,Fatal,Male,No Relation,19.0
20210427DESMS,,Fatal,Female,Parent,38.0
20210429NYURB,,Fatal,Male,Student,17.0
20210429CAVIV,,Wounded,Male,Student,16.0
20210430INMAI,,Wounded,Female,Parent,
20210501MNBES,,,Male,No Relation,
20210501MNBES,,,Male,No Relation,
20210502ILCHC,,Wounded,Male,No Relation,29.0
20210502ILCHC,,Wounded,Male,No Relation,20.0
20210502ILCHC,,Wounded,Female,No Relation,32.0
20210502ILCHC,,Wounded,Female,No Relation,26.0
20210502ILCHC,,Wounded,Female,No Relation,21.0
20210506IDRIR,,Wounded,Male,Student,
20210506IDRIR,,Wounded,Female,Student,11.0
20210506IDRIR,,Wounded,Male,Other Staff,
19890209IDRIR,,,Female,Student,14.0
19890209IDRIR,,,,Student,
19890209IDRIR,,,,Teacher,
20210506SCFOC,,,Male,Bus Driver,
20210505MICRC,,Wounded,Male,No Relation,
20210514CASAS,Asian,Fatal,Male,No Relation,19.0
20210517TNAUM,,Wounded,Male,No Relation,
20210511NYPSB,,Wounded,Male,No Relation,16.0
20210601ILLIC,,Wounded,Male,,17.0
20210607TXEAF,,Fatal,Male,Student,17.0
20210608KSHAK,,Fatal,Male,No Relation,15.0
20210609TXNOH,Black,Wounded,Male,Student,18.0
20210609VAWIR,,Wounded,Male,Student,
20210612MOMCF,Black,Fatal,Male,Student,18.0
20210613PAWIP,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,
20210614TXEAF,,Wounded,Male,,
20210620CAGRM,,Wounded,Male,No Relation,
20210624ILABR,,Wounded,Male,No Relation,
20210628CASLF,,Wounded,Male,No Relation,
20210704NYDRR,,Fatal,Male,,16.0
20210708ILBEC,,Wounded,Female,No Relation,34.0
20210708ILBEC,,Wounded,Male,Student,16.0
20210719TXCAC,,Minor Injuries,Male,Student,17.0
20210719TXCAC,,Minor Injuries,Female,Student,17.0
20210721ILTHC,,Wounded,Male,No Relation,18.0
20210721ILTHC,,Wounded,Male,No Relation,15.0
20210721ILTHC,,Wounded,Male,No Relation,17.0
20210721ILTHC,,Wounded,Male,No Relation,14.0
20210721ILTHC,,Wounded,Male,No Relation,22.0
20210727WATYS,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,
20210517TXBRE,,Minor Injuries,Female,Student,13.0
20210517TXBRE,,Minor Injuries,Male,Student,
20210804ALBUM,,Wounded,Male,,
20210804ALBUM,,Wounded,Male,,
20210806LASTH,,Wounded,Female,Parent,60.0
20210807ORGIP,,Fatal,Male,No Relation,
20210811COMAC,,Wounded,Male,No Relation,
20210810OHEAC,,Wounded,Male,Former Student,15.0
20210812GALIL,,Wounded,Male,,
20210813NMWAA,,Fatal,Male,Student,13.0
20210814ILMAC,,Wounded,Male,No Relation,15.0
20180425NMHIA,,Wounded,Male,Parent,
20210818SCORO,,Wounded,,Student,
20210818SCORO,,Wounded,,Student,
20210818SCORO,,Wounded,,Student,
20210817COYED,,Fatal,Male,Student,18.0
20210820NEMIO,Black,Wounded,Male,No Relation,24.0
20210820NEMIO,Black,Wounded,Female,No Relation,29.0
20210820CACEF,Black,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19.0
20210822ILWER,,Wounded,Male,Student,13.0
20170813NYHUH,,Wounded,,Student,
20170813NYHUH,,Wounded,,Student,
20210901NCMTW,Black,Fatal,Male,Student,15.0
20210830NCNEW,,Wounded,Male,Student,
20210827INHAH,,Wounded,,Student,
20210827INHAH,,Wounded,,Student,
20210908MNPRB,,Wounded,Male,No Relation,
20210909ILCHC,,Wounded,Male,No Relation,34.0
20210902INWEG,,Wounded,Male,Student,
20210901ILFRC,,Fatal,Male,No Relation,41.0
20210827KYAPO,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20210915KYMAL,,Wounded,Male,No Relation,
20210917PAWEP,,Wounded,,Student,16.0
20210917PAWEP,,Wounded,,Student,14.0
20210918COWIC,,Wounded,,Student,
20210918COWIC,,Wounded,,Student,
20210918COWIC,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,
20210917TNAUK,,Wounded,Male,,
20210913SCEDC,,Wounded,Male,Parent,
20210902CASAL,,Wounded,Male,Student,
20210902CASAL,,Wounded,Male,Student,
20210920OHEAC,,Wounded,Male,No Relation,14.0
20210920OHEAC,,Wounded,Male,No Relation,15.0
20210920OHEAC,,Wounded,Male,No Relation,19.0
20210921PAVAP,,Wounded,Male,Student,15.0
20210920VAHEN,,Wounded,Male,Student,17.0
20210920VAHEN,,Wounded,Female,Student,17.0
20210921KSEAW,,Wounded,Male,Student,17.0
20210921KSEAW,,Wounded,Male,Student,15.0
20210921KSEAW,,Wounded,Male,Student,15.0
20210922NYSOB,,Wounded,Male,Student,17.0
20210917VAHEH,,Minor Injuries,Male,Student,
20210915VASPS,,,,Student,
20210915VASPS,,,,Student,
20210915VASPS,,,,Student,
20210924MDWIB,,Wounded,Male,No Relation,18.0
20210924ALFAF,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20210903CABUB,,,Female,Bus Driver,
20210903CABUB,,,,Student,
20210927ILCAC,,Minor Injuries,,Student,
20210927ILCAC,,Minor Injuries,,Student,
20210927ILCAC,,Minor Injuries,,Student,
20210827PAACS,Black,Fatal,Female,Nonstudent Using Athletic Facilities/Attending Game,8.0
20210827PAACS,,Wounded,,Student,
20210827PAACS,,Wounded,,Student,
20210827PAACS,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,
20210827PAACS,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,
20210928MESOS,,Wounded,Male,Student,
20210902CASAL,,Wounded,Male,Student,17.0
20210830FLOKW,,Minor Injuries,Female,Student,
20210830NJWEN,,Fatal,Male,Student,
20210930TNCUM,,Wounded,Male,Student,13.0
20210827VAFRW,,Wounded,Male,Student,15.0
20210827VAFRW,,Wounded,Female,Student,14.0
20210930MSNEN,,Wounded,Male,Student,6.0
20190809NJWEN,,Wounded,,Student,13.0
20190809NJWEN,,Wounded,,Student,18.0
20211001TXYEH,,Wounded,Male,Principal/Vice-Principal,
20211001INBEI,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16.0
20211001NCSEF,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19.0
20211001NCSEF,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,18.0
20211001NCNOD,,Wounded,Male,Student,17.0
20211004PASCP,,Wounded,,Police Officer/SRO,
20211004PASCP,,Wounded,,Police Officer/SRO,
20211004OHWOT,,Wounded,Male,Student,17.0
20211006TXTIA,,Wounded,Male,Student,15.0
20211006TXTIA,,Wounded,Female,Student,
20211006TXTIA,,Wounded,Male,Teacher,25.0
20211006TXTIA,,Minor Injuries,,Student,
20211007DCWAW,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,26.0
20211007TXEAW,,Wounded,Female,Student,
20211012ILWEC,,Wounded,Female,Student,14.0
20211012ILWEC,,Wounded,Male,Security Guard,46.0
20211012MIELK,,Wounded,Male,No Relation,15.0
20211012MIELK,,Wounded,Male,No Relation,17.0
20211015ALWIM,,Wounded,Male,,
20211015ALWIM,,Wounded,Male,,
20211015ALWIM,,Wounded,Male,,
20211015ALWIM,,Wounded,Female,,
20211014MEREP,,Fatal,,No Relation,
20211013PACHD,,Minor Injuries,,Student,
20211013PACHD,,Minor Injuries,,Student,
20211013PACHD,,Minor Injuries,,Student,
20211013PACHD,,Minor Injuries,,Student,
20211015CAKEF,,Wounded,,,
20211018PALIP,,Wounded,Male,Student,16.0
20211018PALIP,,Wounded,Male,No Relation,66.0
20211011ORROP,,Wounded,Male,Student,
20211021GABES,,Minor Injuries,,,
20211021NYPSB,,Wounded,Male,No Relation,25.0
20211030PASTM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
19920530DCARW,,Fatal,Male,Rival School Student,
19920530DCARW,,Wounded,Male,Student,18.0
19920530DCARW,,Wounded,Male,Student,15.0
19920530DCARW,,Wounded,,Student,
19920530DCARW,,Wounded,,Student,
20211108NYTHB,,Wounded,Male,Student,17.0
19901110TXJUD,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19.0
19890901VASAV,,Wounded,Male,Student,15.0
19890901VASAV,,Wounded,Male,Student,17.0
19871031SCANA,,Wounded,,Student,
19871031SCANA,,Wounded,,Student,
19871031SCANA,,Wounded,,Student,
19871031SCANA,,Wounded,,Student,
19871031SCANA,,Wounded,,Student,
19871031SCANA,,Wounded,,Student,
19871031SCANA,,Wounded,,Student,
19871031SCANA,,Wounded,,Student,
20211119COHIA,,Wounded,Male,Student,
20211119COHIA,,Wounded,Male,Student,
20211119COHIA,,Wounded,Male,Student,
20211119MDGIB,,Fatal,Female,,13.0
20211126CAWES,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20211126CAWES,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20211129AZCHP,,Wounded,Male,Student,16.0
20211130MIOXO,,Fatal,Female,Student,14.0
20211130MIOXO,White,Fatal,Female,Student,17.0
20211130MIOXO,,Fatal,Male,Student,16.0
20211130MIOXO,,Wounded,Female,Student,14.0
20211130MIOXO,,Wounded,Male,Student,14.0
20211130MIOXO,,Wounded,Male,Student,14.0
20211130MIOXO,,Wounded,Female,Student,17.0
20211130MIOXO,,Wounded,Male,Student,15.0
20211130MIOXO,,Wounded,Male,Student,17.0
20211130MIOXO,,Fatal,Male,Student,17.0
20211130MIOXO,,Wounded,Male,Teacher,47.0
20211201TXSAP,,,Male,Student,
20211130TNHUH,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,21.0
20211130TNHUH,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,18.0
20211130TNHUH,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20211102NMHIH,,Wounded,Male,Student,
20211102NMHIH,,Wounded,,Student,
20211102NMHIH,,Wounded,,Student,
20211102NMHIH,,,,Teacher,
20211206CAWIW,,Wounded,Female,Student,9.0
20211206CAWIW,,Fatal,Male,,13.0
20211206CAWIW,,Wounded,Female,,30.0
20211203ARBLB,,,Male,No Relation,
20211208MOEWK,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20211208MOEWK,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20211207ILHAC,Asian,Fatal,Male,No Relation,71.0
20211208KYSTL,,,,No Relation,
20211206NYSUS,,Wounded,Male,Student,16.0
20211211FLEDL,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20211213NCWEC,,,Male,Student,
20211212NYSCR,,Fatal,Male,No Relation,25.0
20211214VAMEN,,Fatal,Male,Student,17.0
19930108PACRM,,Wounded,Male,Student,15.0
19930203SCGAC,,Wounded,Male,Student,20.0
19930203SCLEL,,Wounded,Male,Student,17.0
19920117SCGRG,,Wounded,Male,Student,18.0
20211229NCCAS,,Wounded,Male,Student,13.0
20211229NCCAS,,Wounded,Male,Student,14.0
19920930CAPAL,Black,Fatal,Female,Student,16.0
20220104ILAUR,,Wounded,Male,Student,15.0
20220104ILAUR,,Wounded,Female,Student,17.0
20220106CAFLS,,Wounded,Male,Student,17.0
20220106CAFLS,,Wounded,Male,Student,17.0
20170127ILSCN,White,Fatal,Male,Parent,37.0
20220117TXPYH,,Fatal,Male,No Relation,
20220117TXPYH,,Fatal,Female,No Relation,
20220119FLSES,,Wounded,Male,Student,17.0
20220119VAMAP,,Wounded,Male,Student,
20220119PAPIP,Black,Fatal,Male,Student,15.0
20220119DCANW,,,Male,,
20220121MDMAR,,Wounded,Male,Student,15.0
20220127TXMOH,,Wounded,Female,No Relation,
20220126PABAP,Black,Fatal,Male,Student,17.0
20220129WIBEB,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,19.0
20220124NVSUL,,Wounded,,,
20220201MNSOR,Black,Fatal,Male,Student,15.0
20220201MNSOR,,Wounded,,Student,
20220201WIRUM,,Wounded,Female,Student,15.0
20220201WIRUM,,Wounded,Female,Student,15.0
20220201WIRUM,,Wounded,Female,Student,16.0
20220201WIRUM,,Wounded,Female,Student,17.0
20220201WIRUM,,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,20.0
20220128LACAM,,,,Nonstudent Using Athletic Facilities/Attending Game,
20220128LACAM,,,,Nonstudent Using Athletic Facilities/Attending Game,
20220204ALWEB,,Wounded,,Student,16.0
20220208MDCAC,,Wounded,Male,Student,16.0
20220209NYMCB,,Wounded,Male,Student,13.0
